g	1	0	4.20543
g	1	1  -0.65920
h	1	1	0.24992
g	2	0  -0.05118
g	2	1  -0.61904
g	2	2	0.49690
h	2	1  -0.36052
h	2	2	0.05250
g	3	0  -0.01576
g	3	1  -0.52036
g	3	2	0.24386
g	3	3  -0.17579
h	3	1  -0.08804
h	3	2	0.40829
h	3	3  -0.31586
g	4	0  -0.16758
g	4	1	0.22210
g	4	2  -0.06074
g	4	3  -0.20243
g	4	4	0.06643
h	4	1	0.07557
h	4	2	0.40411
h	4	3  -0.16597
h	4	4	0.03866
